content,score,at
"Heran sama aplikasinya,sudah masuk semua Nik No KK itu gunanya untuk apa,,,???? Kalau suatu saat terjadi penyalahgunaan data bagaimana,,,? Komitmen dari pihak halo doc seperti apa,,,???",2,2024-06-17 13:01:53
👍,5,2024-06-17 12:26:34
Aplikasi yang bermanfaat,5,2024-06-17 12:25:36
Aplikasi payah.. Obat kagak kekirim kirim dgn banyak alasan,1,2024-06-17 12:17:20
Sangat membantu,5,2024-06-17 11:09:08
Sangat membantu dikala dokter libur,5,2024-06-17 11:03:17
Sangat membantu sekali,5,2024-06-17 10:02:28
Dokternya ramah,5,2024-06-17 08:56:39
"Pembelian obatnya mengecewakan, uda lama nunggu tau2 dibatalkan dari sistem, order ulang, trus nunggu lama, saya batalkan tapi ga bisa, giliran status sudah dibatalkan tapi saldo gak kembali",5,2024-06-17 06:22:22
Sangat cepat jawaban dari dokternya,5,2024-06-17 04:23:36
"Alhamdulillah pelayanan nya mantab, tengah malam pun stand by, kondisi anak diare,dan obat segra diantar.",5,2024-06-16 22:49:44
Bagus,5,2024-06-16 17:02:37
"Memudahkan, namun bisa di perpanjang sesi konsulnya karena dr tdk langsung membalas, perlu pengecekan obat dll dll.",4,2024-06-16 16:52:19
Mantabb,5,2024-06-16 14:51:12
Membantu disaat genting karena jauh dari klinik,4,2024-06-16 14:45:04
terimakasih halodoc. semoga jerawat saya segera sembuh,5,2024-06-16 13:46:25
Sangat membantu,5,2024-06-16 13:41:21
Sangat membantu,5,2024-06-16 13:38:30
"Selama pengiriman pakai borzo gak pernah beres, Mendingan pakai medisend / gojek Karna borzo kita bayar mahal ke halodoc Ke borzo cuma kena 6rb jadi ngirimnya se enak dengkulnya...",3,2024-06-16 12:36:05
Sangat membantu sekali di saat tidak bisa tatap muka langsung dengan dokter,5,2024-06-16 11:14:46
"Dapat dokter yg kurang memahami. Padahal diaplikasikan yg like tinggi. Dan anehnya setelah saya dislike dokternya namun rating si dokter tidak berubah. Sebaiknya tampilkan review yg sudah menggunakan jasa si dokter, biar yg ingin mencoba bisa membaca review terlebih dahulu.",1,2024-06-16 09:50:11
"Kalo konsultasi lebih enak di sini timbang alodokter, tapi sebaliknya kalo buat janji offline/informasi layanan faskes/beli obat lebih enak aplikasi alodokter",5,2024-06-16 09:15:06
Mantap,5,2024-06-16 08:31:04
Sangat responsif . Mantap,5,2024-06-16 08:30:41
Memuaskan...,5,2024-06-16 07:53:19
pelayanan bagus resep obat manjur,5,2024-06-16 06:08:28
Sangat bagus,5,2024-06-16 04:32:52
Dokter nya di Hallo doc keren,5,2024-06-16 02:41:19
Sangat membantu sekalii,5,2024-06-16 01:29:39
Respon dokter cepat & jelas,5,2024-06-16 01:29:35
Pengiriman pengemasan. Ok,5,2024-06-16 01:15:13
"Terima kasih halodoc,di saat emergensi.sukses selalu.",5,2024-06-15 23:26:50
"Membantu mengurangi kekhawatiran ketika anak sakit dan belum sempat periksa ke dokter,JD dg bertnya dg dokter online bisa mengurangi kekhawatiran dan ada pandangan ttg sakit yg dialami anak",5,2024-06-15 23:14:15
"Saya sudah bayar, tapi ketika waktu konsultasi dokternya malah offline dan tidak ada balasan, sangat mengecewakan👎",1,2024-06-15 16:57:42
Respon baik,5,2024-06-15 14:37:34
"Dokter luar biasa, cepat respon",5,2024-06-15 14:14:42
"Dokter memberi penjelasan yg sya tanyakan dg cukup jelas Sangat membantu saat diperlukan sewaktu"", apalagi saat weekend dan libur nasional",5,2024-06-15 13:57:52
"awalawal sangat membantu, tapi kali ini bener2 kecewa dengan halodoc, belum sempat diagnosa keluhan sesi konsultasi telah beakhir padahal kesalahan ada pada dokter yang tidak merespon tapi saya sudah terlanjut bayar dan berakhir sia - sia",1,2024-06-15 13:26:53
Cukup memuaskan,4,2024-06-15 13:15:06
"Aplikasinya udh bagus👍🏻, cman 1 lagi yg kurang: TOLONG TAMBAHKAN VITUR MEETING (SPERTI VIDEO CALL ATW TELPHON SUARA) KARENA ITU SANGAT PENTING BAGI PASIEN YG INGIN KONSULTASI KE DOKTER PSIKOLOG! 🙏🏻",4,2024-06-15 12:34:54
Dokter ramah makasih ya dok,5,2024-06-15 12:06:35
Ok ramah bgt ..pelayanan ok,5,2024-06-15 11:56:47
Bagus buat butuh konsul medis cepat dan tepat tanpa antri,4,2024-06-15 09:53:05
Memudahkan dan dapat diandalkan,5,2024-06-15 09:35:13
Bagus dan suka,5,2024-06-15 09:27:11
Good,5,2024-06-15 08:16:14
Mantap,5,2024-06-15 08:12:21
Makasih untuk pelayanan nya.,5,2024-06-15 05:18:46
Bagus aplikasi nya,5,2024-06-15 04:36:50
"Dokter budiyono mars, ramah sekali, jelas, mudah di pahami sukses terus dokter 👍",5,2024-06-15 02:08:27
Berguna,5,2024-06-15 00:24:15
"Capek banget sama halodoc ini ya, konsulnya ga lama, yang lama nunggu drivernya bisa sampe 1 setengah jam, entah kerja sama sama yg mana selalu lama!",1,2024-06-14 14:35:25
dokter ramah dan fast respon. terimakasih 😊😊,5,2024-06-14 12:53:47
sangat2 membantu,5,2024-06-14 12:00:39
Bagus membantu sekali,5,2024-06-14 11:16:22
Sangat sangat membantu,5,2024-06-14 11:05:13
Bagus,5,2024-06-14 10:02:20
Mantap,5,2024-06-14 09:50:11
Bagus. Respon dokter cepat,5,2024-06-14 06:10:38
"Tanggapan nya sangat cepat,smoga resep obat2 nya bisa bkerja dgn baik",5,2024-06-14 04:09:11
"Responnya cepat dokternya baik , penyaabar",5,2024-06-14 03:42:36
Semua dokter dari dokter umum sampai ke psikiater nya sangat fast respon dan sangat ramah penjelasan nya pun sangat bisa dimengerti,5,2024-06-14 03:29:42
"kenapa ya kok gak bisaa masuk/ bikin akun di halodoc,uda nyoba 8 kali sampek pake kartu baru tetep aja gak bisa?",2,2024-06-14 02:09:48
Good,5,2024-06-14 01:03:33
bagus bagus,5,2024-06-13 18:17:18
Membantu banget,5,2024-06-13 16:16:23
Respon cepat dan detail,5,2024-06-13 15:00:38
sangat bermanfaat,5,2024-06-13 14:49:27
sangat membantu,5,2024-06-13 14:37:53
Sangat membantu,5,2024-06-13 14:30:58
"Uninstall aja kalo menurut gue ni aplikasi kalo emng kalian lagi butuh konsultasi segera, karena dokternya nggak ada yang respon hanya buang waktu. Mending langsung bawa ke RS setempat ya jangan ke aplikasi ini pasti rugi udh bayar buat Konsul tapi nggak dibales sama dokternya",1,2024-06-13 14:14:18
Mantap.. sangat membantu 🥰🥰,5,2024-06-13 14:14:14
Mantap,5,2024-06-13 13:29:34
Aplikasi lemot banget setelah update 6 juni,1,2024-06-13 10:58:41
aplikasi yg apik,5,2024-06-13 05:38:12
"Baik, terpecaya, dan amanah",4,2024-06-13 03:19:42
Memuaskan,5,2024-06-13 03:04:20
Allhamdulilah,5,2024-06-13 01:31:27
"Dokternya ramah, komprehensif dan memberi solusi, good app",5,2024-06-12 23:33:21
"Sangat peraktis & mudah.tpi Untuk biaya ongkos kiriman nya,sangat mahal klo instant 22.000,untuk 1 atau 2 obt.. blm obt²an yg lain nya.beda driver nya dngn hrga ongkir 22.000, untuk hrga obt nya murah.tpi berat di ongkos kirim nya,seharus nya hrga ongkir nya 10.000. Blm ada biaya penanganan nya. Jdi Tidak bnyk pengeluaran uang ongkir nya.. biasa nya dlu klo mesen obt lebih dri 1,driver nya hnya 1 udh membawa semua obt yg di pesan. Tpi skrng tidak,untuk 3 obt driver nya beda².",4,2024-06-12 23:16:06
Dokter THT nya baik dan ramah,5,2024-06-12 12:01:51
Professional Dokter nya bagus,5,2024-06-12 09:29:24
Sangat membantu,4,2024-06-12 09:23:59
"Terima Kasih untuk Dr. Silvia Dwi Mustika, sudah mau membantu saya untuk menyelesaikan masalah yg ada di wajah saya",5,2024-06-12 09:05:32
sangat membantu dan menghemat tenaga karena tdk perlu keluar rumah lagi,5,2024-06-12 08:57:33
Mengesankan...,4,2024-06-12 07:17:04
Respon sangat baik sekali dan jelas,4,2024-06-12 06:59:22
Lebih praktis dan mantappppp,5,2024-06-12 06:52:47
Dokternya cepat tanggap dan ramah,5,2024-06-12 04:59:42
"Bagus, dokter2nya sigap, tingkatkan terus pelayanannya",5,2024-06-12 04:41:34
Sedang treatment kulit sama dokter spesialis kulit. Semoga ada perubahan. Aamiin.,5,2024-06-12 04:41:23
Dokter sangat ramah pelayanan baik pihak pelayanan obat juga baik,5,2024-06-12 02:25:53
Sangat mmbntu skli,5,2024-06-11 16:53:39
"Sepertinya ada bug pada update terbaru untuk device Poco M4 Pro (HyperOS 1.0.1.0.TKEIDXM). Sebelumnya nggak ada masalah dalam penggunaan aplikasi ini. Tapi hari ini aplikasinya malah membuat freeze ponsel saat akan digunakan. Bukan cuma punya saya saja, tapi punya istri juga (ponselnya sama-sama Poco M4 Pro). Setelah clear data dan uninstall Halodoc, lalu restart device, ponsel saya normal lagi.",1,2024-06-11 13:50:38
Dokter yg komunikatif,5,2024-06-11 12:33:43
Sangat membantu dan keluhan cepat teratasi. Tidak perlu antri di RS,5,2024-06-11 12:12:11
"Kecawa , sudah bayar tapi pas mau di chat dokter na sedang sibuk , cari dokter yang lain",1,2024-06-11 12:03:36
Sangat responsif dan membantu,5,2024-06-11 12:03:35
Bagus banget,5,2024-06-11 11:50:32
Sangat membantu,5,2024-06-11 11:33:19
Salep hebat kesukaan guru PJOK,5,2024-06-11 10:04:00
Konsult dokter simple praktis gk hrs dtg offline yg sering antriiii,5,2024-06-11 07:45:12
Mantab,5,2024-06-11 04:51:53
Sangat bermanfaat,5,2024-06-11 03:34:59
Sangat membantu,5,2024-06-11 02:19:35
perfect,5,2024-06-11 01:14:02
Bagus,4,2024-06-11 00:23:45
Cepat dalam melayani pasien,5,2024-06-11 00:08:33
halodoc sangat membantu,5,2024-06-10 20:56:29
Ok membantu sekali apalagi malam2 gini. . Dokter baik dan ramah. Makasih,5,2024-06-10 16:29:02
Sangat terbantu,5,2024-06-10 15:13:11
Pertama chat sama dokter Donny emng ramah bgt,5,2024-06-10 14:36:12
Sangatembantu,5,2024-06-10 12:59:22
Bagus banget. Sangat membantu bagi yg ingin konsultasi kesehatan,5,2024-06-10 09:49:52
Sukaa,4,2024-06-10 09:08:37
Nice,5,2024-06-10 08:24:10
Dokter sangat baik dan respon cepat kita di bimbing dan di kontrol dengan baik trimakasih pelayanan nya dok,5,2024-06-10 08:17:30
"sangat terbantuu ..cepat dan ga ribet.. tapi mudahan ada pembayaran via COD ...kalo"" uang digital atau virtual tidak cukup🙏🏻🙏🏻🫢",5,2024-06-10 08:17:20
Bagus lah pokok nyaa Fast respon juga dokter nya,5,2024-06-10 07:25:00
Bayar 50 rebu cuma stengah jam buka perkara waktunya tapi apk tiba tiba ngleg rugi banget uninstal aja sih,1,2024-06-10 06:34:53
bagus,5,2024-06-10 05:08:04
"Biar bintang yg bicara , gak ada lawan sih ini aplikasi",5,2024-06-10 02:47:37
"Terima kasih halodoc, Dokternya ramah pelayanan bagus",5,2024-06-10 02:46:10
"Obat yang diresepkan semuanya tidak tersedia, dan kalaupun tersedia dari apotek, minta tambahan biaya, kalau tidak mau bayar tambahan obat tidak dikirim",1,2024-06-10 01:14:14
Dokter sangat membantu..aku ngak usah ke dokter lagi ngantri,5,2024-06-10 00:33:43
Sangat memudahkan. Saya sangat terbantu,5,2024-06-09 19:21:07
"Cepat, tepat, dan sangat mudah",5,2024-06-09 15:07:37
sangat membantu untuk saya yang suka males pergi konsultasi k dokter disini,5,2024-06-09 12:17:51
Mantap.. Lengkap..jelas penjelsannya,5,2024-06-09 11:00:33
Halo dog ini saya tertusuk duri ikan lele bergerigi cara cabutnya gimana doc?,5,2024-06-09 07:51:33
Sangat membantu,5,2024-06-09 07:46:04
membantu beli obat langka. yg males biat dicari di apotik satu2,5,2024-06-09 07:05:17
Responnya saat baik dokter nya sangat ramah lasung di balas pokoknya lope dehh,5,2024-06-09 05:36:09
Fast respon,5,2024-06-09 05:17:19
Sumpah ribet bgt ini apk. Pake di web gak bs pembayaran. Akhir download sama ajah. Buang buang kuota.! Padahla dulu gak kaya gini loh,1,2024-06-09 05:02:41
nice,4,2024-06-09 04:54:47
Dokter menjelaskan dengan sangat jelas dan mudah dimengerti,5,2024-06-09 03:36:27
Gacorrrr,5,2024-06-08 20:17:34
Baik,5,2024-06-08 16:46:33
❤️,5,2024-06-08 16:05:44
pelayanan dokter ny baik,5,2024-06-08 15:30:28
"pertama kali konsul,dokternya enak di ajak konsultasi",4,2024-06-08 13:49:01
"Padahal udah lama punya apk ini tapi baru dipake sekarang huhuhu gegara fyp mulu di reels ig buat ngobatin jerawat ternyata kumayan ampuh, masih progres nanti kalo udah sembuh bener-bner aku ulas ulang. Tapi bagus koq serius",5,2024-06-08 13:47:57
Penjelasan nya singkat tp mudah di mudah di mengerti,5,2024-06-08 13:32:51
Terima kasih,5,2024-06-08 11:55:21
Sangat membantu sekali terimakasih🙏,5,2024-06-08 11:54:33
Sgt membantu,5,2024-06-08 11:42:14
"terimakasih, saya sangat terbantu dengan adanya aplikasi halodoc",5,2024-06-08 11:01:32
Pelayanan yang sangat bagus,5,2024-06-08 10:38:20
Sangat membantu,5,2024-06-08 09:44:58
"Sangat baik pelayanannya ,saya sangat puas , trm ksh halo doc unt krj samanya 🙏",5,2024-06-08 08:59:30
Bagus sangat membantu kecepatan kebutuhan saat kita bener2 butuh urgent utk periksa ato sekedar Konsul .. pokoknya intinya mempermudah sesuatu yang sulit jdi LBH mudah thx halodoc,5,2024-06-08 08:08:26
Mudah ngk ribet kl lg urgent,5,2024-06-08 07:54:21
Aman cepat dan nyaman,5,2024-06-08 07:48:11
Mantap,5,2024-06-08 07:02:04
"Membantu bgt, dokternya ramah, fast respon, terimakasih ya padahal jauh hehe🙏🏻✨✨🌸💗",5,2024-06-08 06:31:56
"Sanhat bermanfaat, fast respon",5,2024-06-08 05:25:52
Sangat membantu. Terimakasih dokter,5,2024-06-08 03:52:53
Baik dan dokterx jga gercep dalam bls chat pokokx dokterx baik deh,5,2024-06-08 03:36:41
Dokternya ramah dan penjelasannya menurut saya sangat mudah d mengerti🥰,5,2024-06-07 16:03:37
Sangat membantu disaat darurat,5,2024-06-07 14:14:14
Bismillah.. semoga bermanfaat 🙏,5,2024-06-07 13:17:54
Penyelamat ketika malas ke klinik👍,5,2024-06-07 11:48:46
Sangat membantu sekali,5,2024-06-07 10:57:43
"Sangat membantu disaat rantau, tidak ada siapa 2",5,2024-06-07 09:14:12
Good,5,2024-06-07 08:56:32
Mempermudah dalam menangani sakit tanpa harus tenaga ekstra,5,2024-06-07 07:26:09
Makasih dokter baik,5,2024-06-07 06:39:11
Dokter ramah dan sangat membantu. Informasi dan saran yg diberikan sangat jelas,5,2024-06-07 06:14:50
Baiknya konsultasi di tambah waktunya.. Tidak terlalu puas chat sama dokternya.. Jadi terbatas sama waktu 30 menit,5,2024-06-07 06:11:41
Sangat membantu,4,2024-06-07 04:56:28
"udh bayar, dokternya malah sibuk, uang saya ga tau tuh kemana, aplikasi ga jelas",1,2024-06-07 04:39:48
Ancak,5,2024-06-07 04:35:47
Dokternya cepat merespon,5,2024-06-07 01:24:02
"Sangat membantu sekali dan proses sangat cepat,terimakasih sukses selalu",5,2024-06-06 17:27:40
"Dokternya ramah2, suka dech",5,2024-06-06 14:28:49
Membantu,5,2024-06-06 13:10:28
⭐️⭐️⭐️⭐️⭐️,5,2024-06-06 09:52:25
Pelayanan sangat bagus.,5,2024-06-06 00:01:37
"Ini pesen obat lewat apotek halodoc terkonfirmasi terus, ga di kirim kirim, mohon kembalikan uang saya!!!!!",1,2024-06-05 23:58:56
ok,5,2024-06-05 23:30:36
Jhoz,5,2024-06-05 23:27:05
Benar² rekomendasi,5,2024-06-05 16:14:57
Aplikasi ini sangat membantu,5,2024-06-05 14:30:48
Kompeten,5,2024-06-05 14:21:49
bagus dan cepat sampai barangnya,5,2024-06-05 13:22:18
Dokternya ramah,5,2024-06-05 13:02:14
Mateb bgt konsul nya ramah juga,5,2024-06-05 09:50:21
Puass... pelayanannya bagusss🫶🫶🫶,5,2024-06-05 09:44:38
Sangat membantu,5,2024-06-05 09:06:53
cukup puas,5,2024-06-05 07:45:27
Baik sekali responsif lalu dokternya juga ramah Penanganannya sangat excelent,5,2024-06-05 06:09:20
Dokter ny cepat menanggapi keluhan pasien. Aplikasi ini sangat membantu ketika kita dalam keadaan panik akan kesehatan.,5,2024-06-05 04:43:26
Sukaaa banget konsul disini tuhh fast respon,5,2024-06-05 04:12:03
"baguss pelayananny bagus dokternya ramahh, gak slow respon",5,2024-06-05 03:42:48
Bagus,5,2024-06-05 00:28:52
"Puass,, dokter sangat ramah dan membantu . Semoga jerawat ku lekas sembuh",5,2024-06-04 18:24:28
Bagus,5,2024-06-04 17:16:03
Mantulll,5,2024-06-04 15:29:32
Nice,5,2024-06-04 13:48:26
Aplikasi yg bagus sangat membantu.,5,2024-06-04 13:26:04
Baus banget bisa konsul dengan dokter tanpa kontak fisik dan sangat memudahkan pasienn,5,2024-06-04 12:44:29
Good,5,2024-06-04 12:14:35
Membantu sekali,5,2024-06-04 10:51:02
Ok bgt,5,2024-06-04 08:07:37
"Ini suka ada bug pemilihan alamat suka ngaco, diperhatikan lagi tim Qa nya",1,2024-06-04 07:13:27
Terbaik 👍,5,2024-06-04 04:27:24
Bagus dan sangat membantu,5,2024-06-04 04:21:43
"Kapok banget pakai halodoc. Selain biaya mahal untuk cek lab, dokternya terlalu cepat mendiagnosis, mana salah kasih surat rujukan juga. Tidak diberi obat untuk penenang gejala yg perlu surat rujukan juga. Saya udah berusaha buat menyampaikan keluhan ini ke admin, tapi nihil gak ada kabar apa2 lagi. Kalau ada apa2 sama saya juga halodoc ga tggjwb kan. Padahal kondisi saya semakin memburuk. Lebih baik periksa secara offline saja, sudah pasti. Halodoc payah sekali pelayanan dokter dan adminnya!",1,2024-06-04 03:35:17
Really helpful,5,2024-06-04 03:24:06
Fitur pada aplikasi sangat membantu,5,2024-06-04 02:26:20
Aplikasi yang sangat membantu untuk kesehatan keluarga,5,2024-06-03 16:34:39
"Luar biasa apk ini sangat membantu sekali,",5,2024-06-03 16:20:15
"Responnya lama, sesinya keburu selesai",1,2024-06-03 16:17:06
Cepat bgt respon dan pengantaran obatnya,5,2024-06-03 15:00:11
Bagus banget,5,2024-06-03 12:56:57
Mudah2 an cocok yg disarankan dokter,5,2024-06-03 12:46:18
"Kak. Coba dokternya bs terhubung ke apotek.. jd dokter gak pesen obat apa, di apoteknya ada obat apa.",3,2024-06-03 08:06:13
Sangat membantu disaat kita memerlukan obat-obatan beresep,5,2024-06-03 07:40:01
"Sangat membantu, dokternya juga ramah",5,2024-06-03 07:03:11
sangat2 membantu,5,2024-06-03 04:06:42
Bagus,5,2024-06-03 03:16:27
"dokter cepat, pengiriman obat cepat",5,2024-06-03 03:16:10
Sangat kooperatif,5,2024-06-03 02:42:55
Bgus dan puas konsul dgn dokter nya,5,2024-06-03 01:36:11
Sangat bermanfaat disaat tidak bisa keluar rumah,5,2024-06-03 00:42:03
Sangat membantu 👍👍👍,5,2024-06-02 19:14:27
"Terimakasih halodoc, sudah sangat membantu banget disaat posisi jauh dari orang tua dan keluarga. Selalu seperti ini aplikasinya mudah dimengerti, pemesanan mudah, mencari obat mudah, dan peresepan, mencari pengantar dari titik dan ketitik sangat muda. Saya baru pertama pakai aplikasi ini serius langsung mudah dimengerti. Rekomendasi untuk yang jauh dari orang tua dan keluarga. Saya ucapakan sekali lagi terimakasih.",5,2024-06-02 13:56:21
Sangat membantu,5,2024-06-02 12:40:46
Rekomendasi bagi tim mager yg males antri.,5,2024-06-02 12:17:44
Sangat recommended,5,2024-06-02 12:02:34
Dokternya jelas penjelasan baik tidak kurang sedikitpun harganya terjangkau,5,2024-06-02 11:34:55
Keren,5,2024-06-02 10:21:36
Sangat membantu Love banget 🫰,5,2024-06-02 10:05:02
Bagus klo pasien bicara terus terang sakitnya apa pasti obatnya tepat krn tdk jarang pasien mungkin kelupaan yg mau diceritakan ....sy sangat terbantu dgn aplikasi ini sehat terus buat smua dokter yg sudah melayani dgn baik,5,2024-06-02 07:21:51
🙏,5,2024-06-02 05:41:40
Terbaik,5,2024-06-02 04:28:40
Alhamdulillah dg aplikasi ini ga perlu kb dg bidan cukup kb kalender bisa aman,5,2024-06-01 22:37:55
"Dokter nya baik detail, cmn tolong kerja sama dgn apotek yg ada d daerah sy jgn jauh2 kasian drivernya",5,2024-06-01 15:19:04
G tau knp LBH suka beli obat dri apk ini di banding saran dri perawat2 puskesmas. Karna emng SE best itu. Obat nya yg di ksh tepat gitu dan hasil nya keliatan dlm waktu singkat. Best lah pokoknya.,5,2024-06-01 15:03:42
Nice banget sangat membantu,5,2024-06-01 14:50:16
Sangat membantu,5,2024-06-01 14:23:03
Halodoc is the best,5,2024-06-01 13:36:52
"Yang bener aja, masa konsultasi cuma sebentar belum sampe 30menit langsung selesai? Mana dokternya lama respon terus ke log out jadi waktu nya kebuang percuma. Mikir lah udah bayar tapi gak sempat Konsul apa apa? Kecewa banget gue sumpah",1,2024-06-01 12:49:27
Layanan nya garcep sangat membantu sekali .. terimakasi halodoc,5,2024-06-01 12:12:25
Selesai bayar ternyata doktersibuk..dan di curuh cari dokter lain dan bayar lagi,1,2024-06-01 12:09:15
Terimakasih atas pelayanan nya,4,2024-06-01 10:29:03
Simple,5,2024-06-01 10:12:43
Alhamdulillah sangat membantu sy ibu rumah tangga yg mobilitasnya sangat terbatas..,5,2024-06-01 09:44:11
Trma ksih halo dac app in smgat mmbntu dn bermnfaat,5,2024-06-01 09:31:00
Dokternya ramah,5,2024-06-01 08:34:07
"Tolong ya, kalo dokternya memang sibuk dan tidak membuka konsultasi harap diberikan notifikasi atau info diawal, jangan pas udh bayar konsul baru dikasih tau dokternya sedang sibuk, tolong diperhatikan lebih lanjut, makasih.",1,2024-06-01 06:56:19
