content,score,at,sentiment
"Pertama transaksi, dibatalkan sepihak oleh aplikasi. Dana dikembalikan sebagai saldo halodok. Transaksi lagi, beli bio vision dikirim bisolvon.",1,2024-04-16 08:11:37,negatif
"Sangat memudahkan orang sakit. Semoga siapapun yang terlibat dalam start up ini mendapat amal jariyah, aminnn...",5,2024-04-16 06:14:01,positif
Baik,5,2024-04-16 05:56:29,positif
sangat membantuu,5,2024-04-16 05:09:49,positif
Ngebantu bgt buat alternatif kl males ke dokter offline. Ini ngemudahin buat kaum mager apalagi ada fitur resep digital yg bisa dianter langsung. Utk dokter balik lg pinter2 kita pilih dokter yg bgs.,5,2024-04-16 04:58:04,positif
Sagat memuaskan terima kasih,4,2024-04-16 04:27:21,positif
Amat membantu,5,2024-04-16 03:38:06,positif
Dokternya sangat baik dan ramah.,5,2024-04-16 03:29:02,positif
"Lah kok gak bisa log in toh?????? udh saya masukin nomor telepon tapi gak kekirim di whatsapp atau pesan, gimana ini",5,2024-04-16 02:40:30,positif
"MasyaAllah bagus aku Konsul ke dokter nya Alhamdulillah membaik kulit ku, tpi memang harus cocok""kan untuk pilih dokter nya",5,2024-04-16 01:54:03,positif
Puas bgt pake Halodoc bs konsul dgn dokter spesialis saat darurat & bisa order obat sesuai kebutuhan.,5,2024-04-16 01:53:55,positif
Alhamdulillah sangat membantu,5,2024-04-16 01:28:50,positif
Pelayanan cepat responsif dan ramah dokter nya,5,2024-04-15 22:47:31,positif
"Alamat pengiriman saya kenapa berada di jakarta, sedangkan saya berada di Jawa Timur Dan saya tidak dapat mengubah dan menambahkan alamat saya yang sebenarnya.",1,2024-04-15 16:29:15,negatif
Rekomen bgt sangat mempermudah,5,2024-04-15 13:53:01,positif
sangat membantu,5,2024-04-15 13:15:06,positif
"Luar biasa aplikasi halodoc, sangat membantu dan dokter nya pun sangat sangat nyaman untuk konsultasi",5,2024-04-15 12:58:47,positif
"Dokter nya ramah""",5,2024-04-15 12:33:53,positif
Sangat disayangkan ketika pasien mau konsul ke dokter tapi telat 5 sampai 10 menit dengan alasan yang jelas tiba-tiba di cancel. padahal udah bayar dan bayarnya cukup expensive untuk harga Pelajar. Sudah kejadian selama 2 kali kayak gini terus. bahkan yang terakhir cuma telat 3 menit udah di cancel. Kita juga bayar ya di sini pakai uang bayarnya bukan pakai daun tapi kalau ada fitur kayak gini mendingan nggak usah konsultasi di halodoc ke offline aja. Mintol diperbaiki lagi atau perlu ditiadakan,1,2024-04-15 11:59:16,negatif
Jelas banget,5,2024-04-15 11:18:24,positif
Respon yang baik dan cepat,5,2024-04-15 10:37:14,positif
Dokternya informatif,5,2024-04-15 10:22:05,positif
Pelayanan dokter sangat memuaskan,5,2024-04-15 10:09:08,positif
Good... Proses sangat mudah dan pengiriman cepat,5,2024-04-15 09:01:26,positif
Sangat bermanfaat,5,2024-04-15 06:36:30,positif
sangat membantu,5,2024-04-15 06:20:12,positif
Cukup terbantu,4,2024-04-15 06:00:12,positif
Dokter nya sangat ramah,5,2024-04-15 03:57:30,positif
Good Quick respon from hamidah,5,2024-04-15 02:27:04,positif
Lebih ringkas dan menjadi jelas diagnosa sakitnya. Trims halo dok,5,2024-04-15 01:58:40,positif
Sangat membantu,5,2024-04-15 01:57:20,positif
Sangat membantu,5,2024-04-15 00:57:27,positif
Suka sekali dengan pelayanan di halodoc. Dokternya baik dan berkualitas. Pengiriman obatnya juga cepat. Terimakasih halodoc,5,2024-04-15 00:31:52,positif
gmna si konsultasi udah berlangsung mlh dokter nya off mana sesi nya mau abis jdi rugi udah bayar. nyesel bngt mlh buang duit gk ada respon samsek!,1,2024-04-14 15:07:22,negatif
Puas lgsng di respon,5,2024-04-14 15:06:32,positif
Bermanfaat sekali🙏🏻,5,2024-04-14 14:37:01,positif
Respon cpat dan pnjlsan akurat,5,2024-04-14 13:58:08,positif
"Hi, selamat pagi/siang/sore/malam, terimakasih karena sudah meluangkan waktu untuk membaca. Overall semuanya good namun, saya berharap untuk fitur konsultasinya bisa diupgrade menjadi 1+ jam, karena 30 menit konsultasi tidak cukup (ditambah dokternya banyak pasien). Pengalaman saya hari ini, ada beberapa pertanyaan yang tidak sempat di jawab dokter dikarenakan durasi yg tidak cukup, 1 menit terakhir durasi tamat dokter tsb sempat open roomchat namun tidak sempat dibales. Itu saja 🙏🏻",4,2024-04-14 13:44:43,positif
"Sangat membantu, konsultasi mudaj dan obat datang cepat",5,2024-04-14 12:38:35,positif
"Dokternya sangat informatif, untuk harga produk resep agak mahal dibandingkan beli di apotik langsung",5,2024-04-14 12:23:13,positif
Sudah bayar tapi dokter off. Tidak ada pengembalian dana. Sudah d hubungi lewat email tdk ada pengembalian dana juga.,1,2024-04-14 11:07:05,negatif
"Aplikasi nya bagus, dokter² nya juga terpercaya👍👍👍",5,2024-04-14 10:56:38,positif
Alhamdulillah terimakasih Halodoc sangat membantu sekali,5,2024-04-14 08:27:58,positif
Memuaskan,5,2024-04-14 04:49:47,positif
Pelayanan super mantap,5,2024-04-14 03:03:55,positif
Praktis tdk perlu antri ke praktek dokter,5,2024-04-14 02:41:26,positif
"Sangat membantu, karena sangat mudah untuk mendapatkan informasi dan obat",5,2024-04-14 02:11:58,positif
Cukup membantu,5,2024-04-13 22:56:45,positif
"Mantap,24 jam siaga",5,2024-04-13 20:14:00,positif
Ok,5,2024-04-13 18:18:56,positif
Membantu sekali👍👍👍👍👍,5,2024-04-13 15:35:49,positif
Terima kasih halodoc dan dr marshell phang 👍👍,5,2024-04-13 15:29:52,positif
maaf sebelumnya di liat dokter nya online pas di chat off mana udh bayar rugi banget,3,2024-04-13 14:37:21,netral
Halodoc sangat membantu saya dan keluarga mudah dalam pengobatan,5,2024-04-13 14:35:35,positif
Pelayanan Prima,5,2024-04-13 14:06:30,positif
"Dokternya ramah, semua pertanyaan dijawab. Murah dan membantu banget",5,2024-04-13 13:30:27,positif
Dokternya ramah dan bales chatnya juga cepet,5,2024-04-13 13:22:59,positif
"Malem2 belanja, responnya cepat dan baik, barang tetep dianter. Hallodoc memang OK 👍👍👍",5,2024-04-13 13:03:47,positif
"Saya kecawa untuk halodoc saat ini, saya konsultasi dengan dokter spa. dr. Rahman setiawan sp.a.. beliau tidak merespon dari awal sesi sampai berakhir otomatis, saldo pembayaran saya pun hilang bgitu saja tanpa saya mendapatkan hasil",1,2024-04-13 12:56:43,negatif
Aplikasi ini memudahkan konsultasi ke dokter tanpa harus ke klinik/rumah sakit. Gak perlu capek nunggu dipanggil dokter atau ngantri obat.,5,2024-04-13 12:41:20,positif
Membantu bangat ketika gabisa keluar rumah♡,5,2024-04-13 12:33:30,positif
Beberapa kali Konsul lewat aplikasi ini sofar bagus banget Alhamdulillah gk kalah sama ke klinik langsung,5,2024-04-13 12:05:22,positif
Very good,5,2024-04-13 11:39:36,positif
Sangat membantu,5,2024-04-13 10:02:00,positif
Sangat membantu,5,2024-04-13 09:49:38,positif
kerennn,5,2024-04-13 09:08:51,positif
"Dokternya ramah, smg resepnya cocok",5,2024-04-13 08:16:06,positif
barang tidak diterima obat tidak teriman uang lenyap apa ini diam gak ada yang jawab penipu barang tidak sampai di chat tidak balas uang lenyap tolong aplikasi ini ditutup saja oleh aparat yang berwenang,1,2024-04-13 01:29:17,negatif
Sangat membantu bagus,5,2024-04-13 01:16:59,positif
🥰,5,2024-04-13 01:11:15,positif
Terima kasih sudah membantu kami sekeluarga,5,2024-04-12 23:36:17,positif
"Dokternya ramah dan detail memaparkan penjelasannya terimakasih, Dok.",5,2024-04-12 17:02:10,positif
"Sudah 2x menggunakan layanan konsultasi dktr di halodoc dan sll memuaskan. Respon dokternya cpt dan ramah. Interviewnya detail. Pengiriman obat jg cpt. Sesimple itu periksa di halodoc. Hemat wkt dan tenaga. Terima kasih dokter, terima kasih halodoc.",5,2024-04-12 15:34:05,positif
Sangat membatu dokter sangat ramah dan dapat di mengerti,5,2024-04-12 15:29:25,positif
Respon cepat kwtika saya butuh obat dan dikirim dgn cepat pula padahal sdh jam 20.30 malam dan hari ke3 lebaran ..terimakasih halodoc,5,2024-04-12 14:41:59,positif
cocokkk,3,2024-04-12 13:25:10,netral
Ok,5,2024-04-12 13:07:45,positif
sangat ramah untuk para dokter yg melayani😊,5,2024-04-12 12:32:00,positif
dokter sll responny cepat...obat2 manjur..jur..kerenlah,5,2024-04-12 12:30:28,positif
Terimakasih para dokter,5,2024-04-12 12:27:42,positif
Bagus sekali sangat memudahkan,5,2024-04-12 12:24:39,positif
"Halodoc sangat membantu saat kondisi emergency ringan. Apalagi saat hari libur, yang mana banyak fasilitas kesehatan tutup, dan saat jauh dari faskes. Terutama untuk dokter hewan yang susah ditemui di daerah terpencil, mereka sangat membantu. Cocok untuk memeriksakan kondisi sakit yang ringan, bukan kondisi berat.",5,2024-04-12 12:08:44,positif
Mantap,5,2024-04-12 11:12:38,positif
Baik,5,2024-04-12 09:49:25,positif
"Very bad, apotek tutup tapi tidak bisa cancel pesanan, jadi nya ganti driver terus udah datang jauh2 malah tutup",1,2024-04-12 03:00:14,negatif
"fast response, sangat memudahkan pasien",5,2024-04-12 02:59:21,positif
Sangat membantu dalam keadaan mendesak tanpa perlu keluar rumah,5,2024-04-12 02:56:13,positif
Respon cepat sangat membantu,5,2024-04-12 01:38:58,positif
Sangat membantu,5,2024-04-12 01:18:04,positif
cepat penanganan jelas,5,2024-04-12 01:06:17,positif
"Awal nya bagus, tapi setelah di peebarui malah bikin pusing fiturnya, mana kalender mestruasi nya hilang kan ga bisa cek prediksi",3,2024-04-11 22:50:17,netral
"mantab, beli obat tanpa keluar rumah langsung sampai",5,2024-04-11 15:47:30,positif
Aplikasi kerenn sgt membantu skli disaat musim liburan ini,5,2024-04-11 13:45:52,positif
Luar biasa membantu 💘💘♥️,5,2024-04-11 13:32:57,positif
sangat membantu dan Dr ramah2,5,2024-04-11 12:06:23,positif
Dokternya ramah dan memberikan saran yg baik,5,2024-04-11 08:15:54,positif
Dokter sangat fast respon dan ramah,5,2024-04-11 08:00:55,positif
membantu,5,2024-04-11 07:26:14,positif
Good,5,2024-04-11 06:07:28,positif
Niceeer,5,2024-04-11 03:30:46,positif
Sangat membantu utk konsultasi darurat,5,2024-04-11 02:48:34,positif
Sangat membantu..,5,2024-04-11 02:02:43,positif
Sangat membantu.. apalagi ngeLink ke Perusahaan di tempat saya bekerja..,5,2024-04-11 01:51:37,positif
Good,5,2024-04-11 01:01:15,positif
Ok,5,2024-04-11 00:44:12,positif
Sangat membantu ketika urgent,5,2024-04-11 00:23:55,positif
Sangat membantu mencari obat terdekat dan cepat,5,2024-04-10 23:48:02,positif
👍,4,2024-04-10 18:59:20,positif
semoag setelah konsul sebulan lg hasilnya sudah memuaskan 🙏,5,2024-04-10 15:39:42,positif
Baik,5,2024-04-10 12:38:01,positif
gak ngecewain,5,2024-04-10 11:39:08,positif
Sangat membantu!,5,2024-04-10 11:26:37,positif
"Keterangan online, Udh di bayar dokter online nya sibuk ngga bisa di chat, nipu",1,2024-04-10 10:04:57,negatif
Dokter cepat dan tanggap,5,2024-04-10 04:58:55,positif
Saya sangat di perhatikan oleh dokter² yang ada di halodoc dan mereka sangat baik sekali Btw harga nya di buat lebih murah sedikit ya soalnya saya tidak memiliki uang lebih,4,2024-04-10 04:47:08,positif
Mantab solutif,5,2024-04-10 02:32:18,positif
Trima kasih...respon cepat...,5,2024-04-09 23:56:00,positif
"Sangat memudahkan, para Dokternya pun sangat amat profesional",5,2024-04-09 17:55:12,positif
recomended🫶🫶,5,2024-04-09 16:42:23,positif
Sangat membantu,5,2024-04-09 16:02:02,positif
Sangat membantu,5,2024-04-09 13:45:30,positif
Dokter cepat respon,5,2024-04-09 12:14:57,positif
halo doc the best,5,2024-04-09 11:33:05,positif
"pengiriman tepat waktu, harga obat terjangkau, recomended",5,2024-04-09 09:25:50,positif
Nemu dokter hewan yang baik banget,5,2024-04-09 08:01:28,positif
Good,5,2024-04-09 06:26:16,positif
Good apk,5,2024-04-09 05:15:53,positif
Sip membantu Banget,5,2024-04-09 04:21:50,positif
Bagus sekali dan remendasi banget bagi yang sakit jauh dari darat,5,2024-04-09 03:32:00,positif
Baik,5,2024-04-09 01:09:32,positif
Sangat membantu sekali,5,2024-04-09 00:01:50,positif
Membantu sekali,5,2024-04-08 17:19:35,positif
Sangat amat membantu,5,2024-04-08 16:52:48,positif
Good,5,2024-04-08 14:09:28,positif
sedikit saran mungkin transaksi di buat seperti toko online/rekber jadi dana tertahan dulu di pihak ketiga sebelum konsultasi selesai dan konsumen berhak pengajuan pengembalian dana jika pelayanan tidak sesuai (contoh dokter tidak membalas hingga sesi selesai atau terburu buru saat melayani pasien. karena selama sesi tersebut konsumen memiliki hak untuk konsultasi sepenuhnya tanpa potongan waktu) terimakasih cukup membantu semoga kedepannya lebih baik,4,2024-04-08 13:16:27,positif
Dokternya ramah jelas saat berkonsultasi,5,2024-04-08 12:52:36,positif
Sangat membantu,5,2024-04-08 10:41:52,positif
Mantab,5,2024-04-08 09:05:39,positif
"Dokternya sangat membantu, informasi cukup detail, fast reapond & aplikasi mudah dipahami.",5,2024-04-08 08:46:32,positif
"Aplikasi sangat membantu , dapat konsultasi dengan dokter dan diberikan saran, resep utk penanganan penyakit. Terimakasih halodoc ..",5,2024-04-08 07:28:08,positif
"Selalu terbantu dengan Halodoc,sukses terus..",5,2024-04-08 06:40:44,positif
Membantu di saat kondisi darurat,5,2024-04-08 05:08:28,positif
mantap,5,2024-04-08 04:52:52,positif
Terbaik 🤩,5,2024-04-08 03:08:07,positif
"Baik , respon cepat , top",5,2024-04-08 01:59:29,positif
Suka bgt karna cepat bgt sampainya,5,2024-04-08 00:20:19,positif
Apl ini sangat membantu sekali,4,2024-04-07 17:06:20,positif
berbayar udh gaada yg free,1,2024-04-07 15:48:53,negatif
Membantu sekali disaat mager gak enak badan,5,2024-04-07 13:27:21,positif
"Uang saya kepotong pas bayar tpi malah dpt notif dokter sedang sibuk, tolong kembalikan uang saya",1,2024-04-07 12:32:53,negatif
Respon cepat,5,2024-04-07 09:33:30,positif
sangat membantu,4,2024-04-07 08:50:15,positif
"Membantu sekali, untuk pesan obat obatan jarak jauh. Terima kasih Halodoc",5,2024-04-07 07:28:18,positif
sangat membantu terutama bila sedang libur/hari raya,5,2024-04-07 06:59:11,positif
Good,5,2024-04-07 05:00:46,positif
Mantap,5,2024-04-07 04:49:56,positif
"Sangat membantu aplikasi halodoc ini, obat yg diberikan Alhamdulillah selalu cocok. Anak saya juga sudah 2x konsultasi dgn dokter anak Andrew Limantoro & obat nya sama dgn dokter DSA di RS. Hanya utk pemesanan obat terkadang apotek yg mengirim cukup jauh dr rumah , tapi overall oke sih 👍",5,2024-04-07 04:14:03,positif
sangat membantu..,5,2024-04-07 03:33:51,positif
"Baguss, cepat dan solutif",5,2024-04-07 03:20:02,positif
Praktis,5,2024-04-07 03:05:18,positif
"Bagus sekali, efektif digunakan untuk yang membutuhkan konsultasi",5,2024-04-07 02:50:57,positif
Pelayanan yg bagus,5,2024-04-06 14:46:40,positif
Beli obat dari Blok A Kby Baru dapat nya apotik di Cengkareng. parah,3,2024-04-06 14:41:47,netral
Sangat membantu respon juga cepat. Terimakasih,5,2024-04-06 14:20:36,positif
Halodoc sangat membantu,5,2024-04-06 13:04:32,positif
Good sih .. walaupun baru beberapa kali pakai tapi i like this app,5,2024-04-06 12:05:16,positif
Sangat membantu.,5,2024-04-06 11:14:30,positif
"Mantab, mempermudah berobat",5,2024-04-06 10:22:47,positif
"MEMBANTU BANGET 🥺, MAKASIII PARA DOKTER² BAIKKK ❤️‍🩹🫂",5,2024-04-06 09:47:36,positif
Alhamdulillah sejak kenal halodoc wajah saya jdi lebih baik,5,2024-04-06 07:46:23,positif
"Mudah digunakan, cepat prosesnya",5,2024-04-06 06:49:12,positif
Ramah,5,2024-04-06 06:46:44,positif
"Aplikasi haram, Gelar dokter masih ngemis duit di aplikasi Perbaiki sistem kalo perlu beri tombol report, udah dibayar tujuan biar dapat konsul malah baru dichat langsung offline, meskipun entah hanya 20rb, 50rb atau lebih banyak itu tetap uang bagi kami. 50rb bagimu mungkin gk seberapa tpi bagi orang lain beda!!",1,2024-04-06 06:32:55,negatif
Sangat membantu untuk berobat secara praktis dan mudah disaat tidak memungkinkan untuk keluar rumah.,4,2024-04-06 04:30:12,positif
"Terima kasih halodoc.. halodoc sangat membantu,para dokternya cepat respon dan baik..",5,2024-04-06 04:11:19,positif
"Sangat membantu, terima kasih.👍👍🙏🙏",5,2024-04-06 00:15:06,positif
Sangat membantu,4,2024-04-05 18:22:37,positif
"Saya pengguna aplikasi ini cukup lama. Tapi baru² ini setelah diperbarui fitur² dalam aplikasi yg sebelumnya sangat bisa membantu saya malah hilang. Seperti kalender menstruasi dll. Padahal belum lama saya masih menggunakan fitur itu, sayang sekali karena catatan saya ada disana, tapi saat ini fiturnya tidak ada. Apa karena perangkat saya yg salah atau dari sananya. Saya harap fitur² tambahannya dapat dikembalikan lagi karena itu cukup penting untuk saya",3,2024-04-05 17:29:24,netral
Mksi halodoc,5,2024-04-05 17:13:58,positif
Membantu,5,2024-04-05 16:06:14,positif
Cs malem ditlp malah dimatiin,1,2024-04-05 14:58:52,negatif
Bagus,5,2024-04-05 14:38:11,positif
Praktis.. sangat membantu tidak perlu antri 🥰,5,2024-04-05 14:05:18,positif
Sangat membantu,4,2024-04-05 13:21:47,positif
Sangat membantu kalau darurat,5,2024-04-05 12:18:44,positif
"Aplikasi sangat buruk ,pesan obat tapi tidak dikirim2 ,di cancel gak bisa,uang gak balik . Sangat mengecewakan",1,2024-04-05 11:19:55,negatif
Sangat membantu dan ramah,5,2024-04-05 09:13:10,positif
Bermanfaat,5,2024-04-05 06:33:56,positif
Terimakasih telah membantu saya untuk tes mental,5,2024-04-05 05:00:59,positif
"Keren sekali, sangat membantu",5,2024-04-05 03:22:00,positif
Cepet..menyenangkan,5,2024-04-05 03:03:49,positif
Ok dokter 2x nya,5,2024-04-05 02:48:39,positif
Oke juga di Apps,5,2024-04-05 02:43:35,positif
Bug yang meresahkan gak berguna,1,2024-04-05 02:38:12,negatif
Pelayanan cepat obat tepat,5,2024-04-05 02:35:47,positif
sangat terbantu untuk yg rmh nya jauh dr tmpt berobat,5,2024-04-04 23:13:51,positif
sangat membantu,5,2024-04-04 22:07:03,positif
Bad bangettt. Tau tau kurirnya batalin seenak jidat padahal titik udah benar. Gajeeeeee,1,2024-04-04 17:12:59,negatif
Dokternya baik2 dan penjelasan ny sangat detail,4,2024-04-04 16:20:36,positif
Sangat membantu god job,5,2024-04-04 13:28:02,positif
"Dokter menyenangkan utk konsultasi, cepat tanggap dan mudah utk dimengerti, mantappp",5,2024-04-04 13:25:58,positif
Semangat,5,2024-04-04 11:18:54,positif
Dokternya Sangat membantu dan tanggap,5,2024-04-04 10:55:34,positif
Sangat jelas Dokternya,5,2024-04-04 09:59:48,positif
"Bila memakai pesanan instan,ongkos murah terjangkau dan cepet pula..tp sayangnya untuk maps nya tolong di update lg yaa..",5,2024-04-04 09:20:58,positif
Dokternya baik walau pakai asuransi prudential ...penanganan cepat respon dokternya cepat dn obat yg dberikan bagus,5,2024-04-04 08:38:52,positif
Respon cepat,5,2024-04-04 08:29:27,positif
bagusss sangat membantu,5,2024-04-04 08:12:50,positif
Top,5,2024-04-04 07:51:52,positif
gercep dokternya baik,5,2024-04-04 07:02:15,positif
penanganan cepat dan baik,5,2024-04-04 06:12:39,positif
Makasih banyak. Pak dokter nya baik. Respon juga cepat.,5,2024-04-04 05:25:35,positif
"Aplikasi yang menurut saya kurang matang, dan merugikan",1,2024-04-04 05:13:00,negatif
Kereeen banget,5,2024-04-04 04:54:18,positif
"Halodoc top sih, cuma waktu konsulnya mungkin bisa ditambah. Saya bisa konsul sama dokter spesialis yg menangani saya di rs . Terimakasih",5,2024-04-03 23:17:13,positif
